ItemNumber,ItemName,CategoryName,CountryState
328,BV Cabernet Reserve Latour 750ml 2008,Cabernet Sauvignon,California
474,Chrysalis Sarah's Patio Red 750ml,Local Wine,Virginia
1943,Woodbridge Mondavi Pinot Noir 750ml,Pinot Noir,California
1065,Kaiken Malbec 750ml,Malbec,Argentina
1129,La Rioja Alta Vina Ardanza Reserva 750ml,Wine - Spain,Spain
1128,La Rioja Alta Gran Reserva 904 750ml,Wine - Spain,Spain
1720,Starling Castle Riesling 750ml 2006,Wine - Germany,Germany
36,Alamos Malbec Seleccion 750ml 2008,Malbec,Argentina
1480,Produttori del Barbaresco 750ml 2010,Piedmont,Italy
969,Hob Nob Chardonnay 750ml 2006,Chardonnay,California
1949,Worthy Sophia's Cuvee Napa 750ml,Cabernet Sauvignon,California
238,Black Box Pinot Grigio 3LBox,Wine - 3L/4L,California
4,14 Hands Chardonnay 750ml,Chardonnay,Washington
936,Gruet Rose 750ml,Wine - Sparkling,New Mexico
285,Bonterra Sauvignon Blanc 750ml,Sauvignon Blanc,California
432,Ch Ste Michelle Riesling Dry 750ml,Gewurztraminer/Riesling,Washington
1648,Shafer Cabernet SLD One Point Five 750ml,Cabernet Sauvignon,California
480,Cline Cashmere Red 750ml,Misc Red,California
374,Carmen Carmenere Reserve 750ml,Misc Red,Chile
182,Belle Glos Pinot Noir Las Alturas 750ml,Pinot Noir,California
958,Hazlitt Sweet White Cat 750ml,Local Wine,New York
1494,Ramey Cabernet Sauvignon Napa 750ml 2005,Cabernet Sauvignon,California
1016,Jacob's Creek Cabernet 1.5L,1.5L Cabernet,Australia
1350,Montelliana Prosecco Extra Dry 750ml,Wine - Sparkling,Italy
699,Earthquake Cabernet 750ml,Cabernet Sauvignon,California
1855,Twisted Zinfandel Old Vines 1.5L,1.5L Other Red,California
1902,Vina Cobos Bramare Malbec Lujan de 750ml 2013,Malbec,Argentina
956,Hazlitt Sweet Red Cat 1.5L,Local Wine,New York
715,Emmolo Sauvignon Blanc Napa 750ml,Sauvignon Blanc,California
659,Dom Serene Pinot Noir Yamhill 750ml 2011,Pinot Noir,Oregon
809,Fracchia Voulet Malvasia d'Asti 750ml 2006,Wine - Sparkling,Italy
1805,Teliani Valley Kindzmarauli 750ml 2011,Misc Red,Georgia (Republic)
1393,Oberon Cabernet 750ml,Cabernet Sauvignon,California
1787,Talbott Pinot Noir Sleepy Hollow 750ml,Pinot Noir,California
1706,St. Michaels Chocolate Zinfandel 375ml,Local Wine,Maryland
1559,Rodney Strong Cabernet Alexander 750ml,Cabernet Sauvignon,California
1874,Verdi Green Apple Sparkletini 750ml,Wine - Sparkling,Italy
555,Coppola Diamond Cabernet 750ml,Cabernet Sauvignon,California
1387,Noble Vines 337 Cabernet Lodi 750ml,Cabernet Sauvignon,California
1287,Merry Edwards Pinot Noir Russian R 750ml,Pinot Noir,California
194,Beringer Cabernet 750ml,Cabernet Sauvignon,Argentina
304,Bota Box Old Vine Zinfandel 3LBox,Wine - 3L/4L,California
815,Frank Family Cabernet Napa 750ml,Cabernet Sauvignon,California
1039,Joel Gott Chardonnay 750ml,Chardonnay,California
647,Diseno Malbec 750ml,Malbec,Argentina
564,Coppola Director's Chardonnay 750ml,Chardonnay,California
1970,Yellow Tail Pinot Grigio 1.5L,1.5L Pinot Grigio,Australia
1989,Yellow Tail Sparkling Bubbles 750ml,Wine - Sparkling,Australia
1976,Yellow Tail Rose 750ml,Dry Rose,Australia
1707,St. Michaels Gollywobbler 750ml,Local Wine,Maryland
1709,St. Michaels Gollywobbler White 750ml,Local Wine,Maryland
1096,Klinker Brick Zinfandel Old Vine 750ml,Zinfandel,California
173,Beaux Freres Pinot Noir Beaux Frer 750ml,Pinot Noir,Oregon
1473,Poppy Pinot Noir 750ml,Pinot Noir,California
801,Four Graces Pinot Noir Willamette 750ml,Pinot Noir,Oregon
444,Chandon Rose 750ml,Wine - Sparkling,California
1423,Paradigm Cabernet Oakville 750ml,Cabernet Sauvignon,California
1824,Tisdale Merlot 750ml,Merlot,California
739,Faust Cabernet Napa 750ml 2004,Cabernet Sauvignon,California
1806,Teliani Valley Mukuzani Saperavi 750ml 2010,Misc Red,Georgia (Republic)
882,Gary Farrell Chardonnay RRV 750ml,Chardonnay,California
1928,Wilson Creek Almond Sparkling 750ml,Wine - Sparkling,California
478,Clean Slate Riesling 750ml,Wine - Germany,Germany
359,Carlo Rossi Cabernet 5LBox,Box Wines,California
362,Carlo Rossi Chardonnay 5LBox,Box Wines,California
365,Carlo Rossi Merlot 5LBox,Box Wines,California
1158,Liberty Creek Merlot 1.5L,1.5L Merlot,California
563,Coppola Director's Cabernet 750ml,Cabernet Sauvignon,California
594,Cupcake Chardonnay 750ml,Chardonnay,California
1411,OZV Zinfandel Lodi 750ml,Zinfandel,California
1401,Orin Swift Cabernet Papillon 750ml,Cabernet Sauvignon,California
816,Frank Family Chardonnay Napa 750ml,Chardonnay,California
1265,McManis Pinot Noir 750ml,Pinot Noir,California
1431,Paul Hobbs CrossBarn Pinot Noir SC 750ml,Pinot Noir,California
1898,Villa Pozzi Nero d'Avola 750ml,Wine - Italy Red,Italy
1121,La Crema Pinot Noir Monterey 750ml,Pinot Noir,California
1117,La Crema Chardonnay Monterey 750ml,Chardonnay,California
152,Barefoot Cellars Pinot Noir 750ml,Pinot Noir,California
1754,Sutter Home Moscato 187ml-4p,Wine (Misc),California
1375,Napa Cellars Cabernet Napa 750ml,Cabernet Sauvignon,California
767,Feuillatte Palmes D'or Brut Vintge 750ml 2006,French Champagne,France
1990,Yellow Tail Sparkling Bubbles Rose 750ml,Wine - Sparkling,Australia
1399,Orin Swift Cabernet Mercury Head 750ml,Cabernet Sauvignon,California
226,Bianchi New Age White 750ml,Misc White,Argentina
514,Columbia Crest H3 Cabernet 750ml 2005,Cabernet Sauvignon,Washington
146,Barefoot Cellars Moscato 750ml,Misc White,California
145,Barefoot Cellars Moscato 1.5L,1.5L Other White,California
404,Ch d'Esclans Whispering Angel Rose 750ml,Dry Rose,France
1548,Risata Moscato d'Asti 750ml,Dessert,Italy
1224,Madria Sangria 1.5L,Wine - White Zin./Beverage,California
1982,Yellow Tail Sauvignon Blanc 750ml,Sauvignon Blanc,Australia
138,Barefoot Cellars Bubbly Pinot Grig 750ml,Wine - Sparkling,California
1539,Ridge Zinfandel East Bench Dry Crk 750ml 2006,Zinfandel,California
1164,Licia Albarino 750ml,Wine - Spain,Spain
516,Columbia Crest H3 Merlot 750ml 2015,Merlot,Washington
1719,Starborough Sauvignon Blanc 750ml,Sauvignon Blanc,New Zealand
1087,Kikkoman Plum Wine 750ml,Wine (Misc),Japan
373,Carmel Road Pinot Noir Monterey 750ml,Pinot Noir,California
970,Hob Nob Pinot Noir 750ml 2006,Pinot Noir,France
296,Bota Box Cabernet 3LBox,Wine - 3L/4L,California
97,Armand de Brignac NV 750ml,French Champagne,France
817,Frank Family Zinfandel Napa 750ml 2006,Zinfandel,California
1097,Kono Sauvignon Blanc 750ml,Sauvignon Blanc,New Zealand
1355,Moonstone Asian Pear 750ml,Wine (Misc),Japan
1035,Jeff Runquist Petite Sirah R 750ml,Misc Red,California
1289,Merry Edwards Sauvignon Blanc 750ml 2012,Sauvignon Blanc,California
1469,Plungerhead Zinfandel Lodi 750ml,Zinfandel,California
1010,J Vineyards Chardonnay RRV 750ml,Chardonnay,California
1766,Sutter Home Sweet Red 1.5L,1.5L Other Red,California
1974,Yellow Tail Riesling 1.5L,1.5L Other White,Australia
1462,Pine Ridge Cabernet Napa Valley 750ml,Cabernet Sauvignon,California
429,Ch Ste Michelle Merlot Indian Well 750ml 2005,Merlot,Washington
1294,Michael David Petite Petit 750ml,Misc Red,California
1381,Nickel & Nickel Cabernet CC Ranch 750ml 2015,Cabernet Sauvignon,California
156,Barefoot Cellars Riesling 750ml,Gewurztraminer/Riesling,California
471,Chocovine Chocolate Wine 750ml,Dessert,Netherlands
1919,Willamette Valley Pinot Gris 750ml,Pinot Grigio,Oregon
606,Cupcake Sauv Blanc Marlborough 750ml,Sauvignon Blanc,New Zealand
151,Barefoot Cellars Pinot Noir 1.5L,1.5L Other Red,California
155,Barefoot Cellars Riesling 1.5L,1.5L Other White,California
1823,Tilia Malbec Mendoza 750ml,Malbec,Argentina
1860,Twomey Sauvignon Blanc 750ml,Sauvignon Blanc,California
984,Il Conte D'Alba Moscato d'Asti 750ml,Dessert,Italy
1219,MacMurray Ranch Chardonnay Sonoma 750ml,Chardonnay,California
636,Decoy By Duckhorn Merlot 750ml,Merlot,California
787,Flowers Pinot Noir Sea Ridge 750ml,Pinot Noir,California
39,Alessandria Barolo 750ml 2014,Piedmont,Italy
898,Girard Old Vine Zinfandel Napa 750ml,Zinfandel,California
1376,Napa Cellars Chardonnay 750ml,Chardonnay,California
1156,Liberty Creek Cabernet 1.5L,1.5L Cabernet,California
1522,Red Rock Merlot 750ml,Merlot,California
1090,Kim Crawford Rose 750ml,Dry Rose,New Zealand
1145,Layer Cake Cabernet 750ml,Cabernet Sauvignon,California
593,Cupcake Cabernet 750ml,Cabernet Sauvignon,California
262,Bodegas Volver LaMancha Tempranill 750ml 2005,Wine - Spain,Spain
383,Castle Rock Pinot Noir CA Cuvee 750ml,Pinot Noir,California
1264,McManis Petite Syrah 750ml,Misc Red,California
1157,Liberty Creek Chardonnay 1.5L,1.5L Chard,California
596,Cupcake Merlot Central Coast 750ml,Merlot,California
1150,Layer Cake Primitivo 750ml,Wine - Italy Red,Italy
454,Charles Smith Velvet Devil Merlot 750ml,Merlot,Washington
242,Black Box Riesling 3LBox,Wine - 3L/4L,California
639,Decoy By Duckhorn Sauvignon Blanc 750ml,Sauvignon Blanc,California
1933,Woodbridge Mondavi Chard Lght Oak 1.5L,1.5L Chard,California
1859,Twomey Pinot Noir Russian River 750ml,Pinot Noir,California
985,Il Conte Stella Rosa 750ml,Wine - Sparkling,Italy
131,Barefoot Bubbly Moscato Spumante 750ml,Dessert,California
790,Folie a Deux Chardonnay RRV 750ml,Chardonnay,California
109,B-Side Cabernet Sauvignon 750ml,Cabernet Sauvignon,California
1460,Pilot Mountain Red 750ml,Local Wine,North Carolina
968,Hillinger Secco 750ml,Wine - Sparkling,Austria
1404,Ornellaia LeSerre Nuove 750ml 2006,Tuscany,Italy
768,Fire Road Sauvignon Blanc 750ml,Sauvignon Blanc,New Zealand
1708,St. Michaels Gollywobbler Pink 750ml,Local Wine,Maryland
244,Black Box Sauvignon Blanc 3LBox,Wine - 3L/4L,California
98,Armand de Brignac Rose 750ml,French Champagne,France
1610,San Antonio Cardinale Red Blend 750ml,Misc Red,California
434,Ch Ste Michelle Riesling Harvest 750ml,Gewurztraminer/Riesling,Washington
212,Beringer Moscato California 750ml,Misc White,California
1392,Novellum Chardonnay 750ml,Chardonnay,France
1726,Stephanie Cabernet Napa Valley 750ml 2014,Cabernet Sauvignon,California
949,Hakutsuru Sayuri Junmai Nigori 720ml,Wine (Misc),Japan
1415,Pacific Rim Sweet Riesling 750ml,Gewurztraminer/Riesling,Washington
531,Concha Y Toro Frontera Malbec 1.5L,1.5L Other Red,Chile
260,Bodega Colome Malbec 750ml,Malbec,Argentina
1961,Yellow Tail Chard Super Crisp 750ml,Chardonnay,Australia
479,Clifford Bay Sauvignon Blanc 750ml,Sauvignon Blanc,New Zealand
1692,Sonoma-Cutrer Chardonnay Sonoma Co 375ml,Wine (Misc),California
637,Decoy By Duckhorn Pinot Noir 750ml,Pinot Noir,California
31,Acrobat Pinot Noir 750ml,Pinot Noir,Oregon
1865,Uppercut Cabernet Sauvignon 750ml,Cabernet Sauvignon,California
922,Grayson Cabernet Sauvignon Lot 10 750ml,Cabernet Sauvignon,California
687,Duplin Black River Red 750ml,Local Wine,North Carolina
601,Cupcake Prosecco 750ml,Wine - Sparkling,Italy
216,Beringer Red Moscato 750ml,Misc White,California
855,Frisk Prickly Riesling 750ml,Gewurztraminer/Riesling,Australia
1937,Woodbridge Mondavi Malbec 1.5L,1.5L Other Red,Chile
231,Billecart Salmon Eliz Rose Cuvee 750ml 2006,French Champagne,France
1981,Yellow Tail Sauvignon Blanc 1.5L,1.5L Sauv Blanc,Australia
1322,Momokawa G Joy Junmai Ginjo 750ml,Wine (Misc),Oregon
1733,Sterling Vintner's Meritage 750ml,Cabernet Sauvignon,California
1107,Korbel Sweet Rose 750ml,Wine - Sparkling,California
80,Apothic Red 750ml,Misc Red,California
452,Charles Smith Ch Smith Cabernet 750ml,Cabernet Sauvignon,Washington
534,Concha Y Toro Frontera Pinot Grigi 1.5L,1.5L Pinot Grigio,Chile
746,Federalist Zinfandel Dry Creek 750ml,Zinfandel,California
1588,Ruffino Lumina Pinot Grigio 1.5L,1.5L Pinot Grigio,Italy
440,Chalk Hill Proprietary Estate Red 750ml,Cabernet Sauvignon,California
599,Cupcake Pinot Noir 750ml,Pinot Noir,California
603,Cupcake Red Velvet 750ml,Misc Red,California
614,Da Vinci Pinot Grigio 750ml,Pinot Grigio,Italy
640,Decoy By Duckhorn Zinfandel 750ml,Zinfandel,California
30,Acrobat Pinot Gris 750ml,Pinot Grigio,Oregon
299,Bota Box Malbec 3LBox,Wine - 3L/4L,California
598,Cupcake Pinot Grigio Trentino 750ml,Pinot Grigio,Italy
1148,Layer Cake Malbec 750ml,Malbec,Argentina
1609,Saldo Zinfandel 750ml,Zinfandel,California
1500,Ramon Bilbao Rioja Crianza 750ml 2011,Wine - Spain,Spain
728,Evodia Calatayud Garnacha 750ml 2011,Wine - Spain,Spain
708,Educated Guess Cabernet Napa 750ml,Cabernet Sauvignon,California
464,Chimney Rock Cabernet Tomahawk 750ml,Cabernet Sauvignon,California
681,Duckhorn Discussion Red Napa Vlly 750ml,Cabernet Sauvignon,California
1461,Pilot Mountain White 750ml,Local Wine,North Carolina
1966,Yellow Tail Moscato 1.5L,1.5L Other White,Australia
621,Darioush Caravan Cabernet 750ml,Cabernet Sauvignon,California
1177,Line 39 Sauvignon Blanc 750ml,Sauvignon Blanc,California
1160,Liberty Creek Pinot Grigio 1.5L,1.5L Pinot Grigio,California
163,Barefoot Cellars Sweet Red Blend 750ml,Misc Red,California
5,14 Hands Hot To Trot Red 750ml,Misc Red,Washington
162,Barefoot Cellars Sweet Red Blend 1.5L,1.5L Other Red,California
210,Beringer Merlot California 750ml,Merlot,California
1660,Silver Palm Cabernet Sauvignon 750ml,Cabernet Sauvignon,California
1960,Yellow Tail Chard Super Crisp 1.5L,1.5L Chard,Australia
236,Black Box Malbec 3LBox,Wine - 3L/4L,Argentina
1347,Monkey Bay Sauvignon Blanc 1.5L,1.5L Sauv Blanc,New Zealand
1501,Ramon Bilbao Rioja Ltd Edition 750ml 2006,Wine - Spain,Spain
1175,Line 39 Cabernet 750ml,Cabernet Sauvignon,California
1816,The Prisoner Red Blend 1.5L,Zinfandel,California
506,Colores Del Sol Malbec 750ml,Malbec,Argentina
634,Decoy By Duckhorn Cabernet 750ml,Cabernet Sauvignon,California
314,Brazin Zinfandel Old Vines Lodi 750ml,Zinfandel,California
1034,Jam Jar Sweet Shiraz 750ml 2015,Syrah/Shiraz,South Africa
1286,Merry Edwards Pinot Noir Meredith 750ml,Pinot Noir,California
1312,Moet & Chandon Nectar Imp Rose 1.5L,French Champagne,France
1972,Yellow Tail Pinot Noir 1.5L,1.5L Other Red,Australia
1162,Liberty Creek Sweet Red 1.5L,1.5L Other Red,California
1301,Milbrandt Merlot Tradition 750ml,Merlot,Washington
324,Burly Cabernet Napa Valley 750ml,Cabernet Sauvignon,California
271,Bogle Pinot Noir California 750ml,Pinot Noir,California
1101,Korbel Brut Organic 750ml,Wine - Sparkling,California
1147,Layer Cake Chardonnay 750ml,Chardonnay,California
472,Chocovine Espresso 750ml,Dessert,Netherlands
65,Annabella Cabernet Sauvignon Napa 750ml,Cabernet Sauvignon,California
1398,Orin Swift Abstract Red 750ml,Misc Red,California
249,Black Stallion Cabernet 750ml,Cabernet Sauvignon,California
914,Gouguenheim Valle Escondido Malbec 750ml,Malbec,Argentina
453,Charles Smith Kung Fu Riesling 750ml,Gewurztraminer/Riesling,Washington
1021,Jacob's Creek Moscato 750ml,Misc White,Australia
287,Boordy Pinot Gris 750ml,Local Wine,Maryland
1161,Liberty Creek Pinot Noir 1.5L,1.5L Other Red,California
1036,Jeff Runquist Red Blend 1448 750ml,Misc Red,California
597,Cupcake Moscato d'Asti 750ml,Dessert,Italy
1967,Yellow Tail Moscato 750ml,Misc White,Australia
460,Cherry Pie Pinot Noir Stanly Ranch 750ml,Pinot Noir,California
1218,Lunetta Prosecco 750ml,Wine - Sparkling,Italy
885,Gascon Malbec Reserve 750ml 2008,Malbec,Argentina
618,Daou Cabernet Paso Robles 750ml,Cabernet Sauvignon,California
1834,Tozai Snow Maiden 720ml,Wine (Misc),Japan
1688,Soleil Mimosa 750ml,Wine - Sparkling,New Mexico
1152,Leese-Fitch Cabernet 750ml,Cabernet Sauvignon,California
1633,Sea Glass Sauvignon Blanc 750ml,Sauvignon Blanc,California
635,Decoy By Duckhorn Chardonnay 750ml,Chardonnay,California
1402,Orin Swift Machete Red Blend 750ml,Misc Red,California
1068,Ken Wright Pinot Noir Willamette 750ml,Pinot Noir,Oregon
1283,Mer Soleil Silver Chardonnay 750ml 2009,Chardonnay,California
1306,Mirassou Moscato 750ml,Misc White,California
616,Dansk Mjod Viking Blod Mead 750ml,Dessert,Denmark
371,Carlo Rossi Sweet Red 4L,Wine - 3L/4L,California
1153,Leese-Fitch Pinot Noir 750ml,Pinot Noir,California
1789,Tarima Monastrell 750ml,Wine - Spain,Spain
1512,Raylen Category 5 750ml,Local Wine,North Carolina
528,Concha Y Toro Frontera Cabernet 750ml,Cabernet Sauvignon,Chile
1595,Ruinart Rose NV 750ml,French Champagne,France
1069,Kendall Jackson Avant Chardonnay 750ml,Chardonnay,California
1400,Orin Swift Cabernet Palermo 750ml,Cabernet Sauvignon,California
1044,Joseph Carr Cabernet Napa 750ml,Cabernet Sauvignon,California
1477,Primal Roots Red Blend 750ml,Misc Red,California
312,Brancaia Tre 750ml,Tuscany,Italy
211,Beringer Moscato California 1.5L,1.5L Other White,California
308,Bota Box Riesling 3LBox,Wine - 3L/4L,California
473,Chocovine Raspberry 750ml,Dessert,Netherlands
387,Cavit Moscato 750ml,Misc White,Italy
133,Barefoot Bubbly Pink Moscato 750ml,Dessert,California
604,Cupcake Riesling Mosel 750ml,Wine - Germany,Germany
1887,Veuve Clicquot Brut NV Gift 750gft,French Champagne,France
1807,Teliani Valley Saperavi 750ml 2011,Misc Red,Georgia (Republic)
259,Blufeld Riesling 750ml,Wine - Germany,Germany
1248,Marques de Riscal Proximo Rioja 750ml,Wine - Spain,Spain
1536,Rex Goliath Pinot Noir 1.5L,1.5L Other Red,California
1597,Ruta 22 Malbec 750ml,Malbec,Argentina
321,Bully Hill Sweet Walter Red 750ml,Local Wine,New York
1367,Mumm Napa Brut Prestige 187ml,Wine - Sparkling,California
1476,Predator Zinfandel Old Vine Lodi 750ml,Zinfandel,California
1590,Ruffino Moscato D'Asti 750ml,Dessert,Italy
1272,Menage a Trois Chardonnay 750ml,Chardonnay,California
532,Concha Y Toro Frontera Malbec 750ml,Malbec,Chile
1133,La Vieille Ferme Rose 750ml,Dry Rose,France
127,Barboursville Octagon 750ml,Local Wine,Virginia
782,Flip Flop Moscato 750ml,Misc White,California
1388,Noble Vines 446 Chard Monterey 750ml,Chardonnay,California
1643,Senor Sangria Classic Red 1.5L,Wine - White Zin./Beverage,New Jersey
307,Bota Box RedVolution 3LBox,Wine - 3L/4L,California
153,Barefoot Cellars Red Moscato 1.5L,1.5L Other White,California
1992,Yellow Tail Sweet Red Roo 750ml,Misc Red,Australia
382,Castello Poggio Moscato 750ml,Misc White,Italy
1846,Troublemaker Red Wine 750ml,Misc Red,California
1646,Seven Daughters Moscato 750ml,Misc White,Italy
258,Block 9 Pinot Noir 750ml,Pinot Noir,California
783,Flip Flop Pinot Grigio 750ml,Pinot Grigio,California
1767,Sutter Home Sweet Red 187ml-4p,Wine (Misc),California
781,Flip Flop Chardonnay 750ml,Chardonnay,California
784,Flip Flop Riesling 750ml,Gewurztraminer/Riesling,Washington
1223,MacRostie Chardonnay Sonoma Coast 750ml,Chardonnay,California
1617,Santa Margherita Chianti Class Rsv 750ml,Tuscany,Italy
449,Charles & Charles Rose 750ml,Dry Rose,Washington
1611,San Antonio Imperial Red 750ml,Misc Red,California
1813,The Beach House Sauvignon Blanc 750ml,Sauvignon Blanc,South Africa
350,Candoni Moscato D'Italia 750ml,Misc White,Italy
1212,Luigi Bosca Malbec DOC 750ml 2013,Malbec,Argentina
325,Butter Chardonnay 750ml,Chardonnay,California
266,Bogle Essential Red 750ml,Misc Red,California
1293,Michael David Cabernet Freakshow 750ml,Cabernet Sauvignon,California
1271,Menage a Trois Cabernet 750ml,Cabernet Sauvignon,California
1292,Mia Dolcea Moscato d'Asti 750ml,Dessert,Italy
1316,Mohua Sauvignon Blanc 750ml,Sauvignon Blanc,New Zealand
646,Dibon Brut Reserve 750ml,Wine - Sparkling,Spain
1149,Layer Cake Pinot Noir 750ml,Pinot Noir,California
48,Almaden Moscato 5LBox,Box Wines,California
502,Colby Red California 750ml,Misc Red,California
1758,Sutter Home Pink Moscato 750ml,Misc White,California
540,Conundrum Red 750ml,Misc Red,California
1064,Juve y Camps Ris Familia Brut 750ml 2010,Wine - Sparkling,Spain
1844,Trivento Golden Reserve Malbec 750ml 2007,Malbec,Argentina
690,Duplin Easy Muscadine 750ml,Local Wine,North Carolina
86,Arbor Mist Mango Strwberry Moscato 1.5L,Wine - White Zin./Beverage,New York
61,Andre Pink Moscato 750ml,Wine - Sparkling,California
1991,Yellow Tail Sweet Red Roo 1.5L,1.5L Other Red,Australia
1592,Ruffino Prosecco 750ml,Wine - Sparkling,Italy
1905,Voga Moscato 750ml,Misc White,Italy
515,Columbia Crest H3 Les Chevaux 750ml,Misc Red,Washington
1862,Underwood Pinot Noir 750ml,Pinot Noir,Oregon
1670,Skinnygirl California White Wine 750ml,Misc White,California
317,Broadbent Vinho Verde 750ml,Wine - Portugal,Portugal
1047,Joseph Carr Merlot Napa 750ml,Merlot,California
1382,Nickel & Nickel Cabernet State Ran 750ml 2015,Cabernet Sauvignon,California
227,Bieler Rose Provence 750ml 2015,Dry Rose,France
1578,Roscato Rosso Dolce 750ml,Wine - Sparkling,Italy
1955,Yellow Tail Big Bold Red 750ml,Misc Red,Australia
1053,Josh Cellars Merlot 750ml,Merlot,California
717,Eppa Sangria Red Suprafruta 750ml,Wine - White Zin./Beverage,California
689,Duplin Cool Muscadine 750ml,Local Wine,North Carolina
695,Duplin Sweet Muscadine 750ml,Local Wine,North Carolina
261,Bodegas Breca Red 750ml,Wine - Spain,Spain
352,Canoe Ridge Expedition Pinot Gris 750ml,Pinot Grigio,Washington
193,Beringer CA Collection Chardonnay 1.5L,1.5L Chard,California
986,Il Conte Stella Rosa Berry 750ml,Misc White,Italy
427,Ch Ste Michelle Indian Wells Red 750ml,Misc Red,Washington
147,Barefoot Cellars Pink Moscato 1.5L,1.5L Other White,California
166,Barefoot Refresh Moscato Spritzer 750ml,Misc White,California
967,Hess Select Treo 750ml,Misc Red,California
560,Coppola Diamond Red Blend 750ml,Misc Red,California
1445,Perrier Jouet Blason Rose 750ml,French Champagne,France
501,Cocobon Red 750ml,Misc Red,California
366,Carlo Rossi Moscato Sangria 4L,Wine - 3L/4L,California
1669,Skinnygirl California Red Wine 750ml,Misc Red,California
1815,The Naked Grape Pinot Grigio 3LBox,Wine - 3L/4L,California
1576,Roquesante Rose 750ml,Dry Rose,France
1493,Raimat Albarino 750ml 2015,Wine - Spain,Spain
1033,JaM Cellars Cabernet 750ml,Cabernet Sauvignon,California
1687,Soleil Mango Mimosa 750ml,Wine - Sparkling,New Mexico
1057,JP Chenet Cabernet Syrah 1.5L,1.5L Cabernet,France
595,Cupcake Malbec 750ml,Malbec,Argentina
1239,Mark West Pinot Noir Santa Lucia 750ml,Pinot Noir,California
1521,Red Guitar Sangria 1.5L,Wine - White Zin./Beverage,Global
978,Honoro Vera Garnacha 750ml,Wine - Spain,Spain
1278,Menage a Trois Pinot Grigio 750ml,Pinot Grigio,California
1969,Yellow Tail Pink Moscato 750ml,Misc White,Australia
1056,Josh Cellars Sauvignon Blanc 750ml,Sauvignon Blanc,California
1977,Yellow Tail Sangria 1.5L,Wine - White Zin./Beverage,Australia
1210,Luc Belaire Rose 750ml,Wine - Sparkling,France
13,19 Crimes Red Blend 750ml,Misc Red,Australia
63,Anna Codorniu Blanc de Blanc Rsva 750ml,Wine - Sparkling,Spain
1394,Olney Cranberry Shiraz 750ml,Local Wine,Maryland
987,Il Conte Stella Rosa Peach 750ml,Misc White,Italy
1132,La Vieille Ferme Red Bag in Box 3LBox,Wine - 3L/4L,France
1788,Tarima Hill Monastrell Old Vines 750ml,Wine - Spain,Spain
1502,Ramon Bilbao Valinas Albarino 750ml 2010,Wine - Spain,Spain
37,Alamos Red Blend 750ml,Misc Red,Argentina
192,Beringer CA Collection Cabernet 1.5L,1.5L Cabernet,California
301,Bota Box Moscato 3LBox,Wine - 3L/4L,California
88,Arbor Mist Raspberry Pink Moscato 1.5L,Wine - White Zin./Beverage,New York
668,Dreaming Tree Cabernet Sauvignon 750ml,Cabernet Sauvignon,California
669,Dreaming Tree Chardonnay 750ml,Chardonnay,California
670,Dreaming Tree Crush Red Blend 750ml,Misc Red,California
1046,Joseph Carr Chardonnay Carneros 750ml,Chardonnay,California
1050,Josh Cellars Cabernet Sauvignon 750ml,Cabernet Sauvignon,California
1051,Josh Cellars Chardonnay 750ml,Chardonnay,California
154,Barefoot Cellars Red Moscato 750ml,Misc White,California
82,Apothic White 750ml,Misc White,California
716,Enroute Pinot Noir 750ml,Pinot Noir,California
1739,Substance Cabernet Sauvignon 750ml,Cabernet Sauvignon,Washington
507,Columbia Cabernet Sauvignon 750ml,Cabernet Sauvignon,Washington
1116,La Cana Albarino 750ml 2010,Wine - Spain,Spain
1761,Sutter Home Pinot Noir 187ml-4p,Wine (Misc),California
1520,Red Diamond Temperamental 750ml,Misc Red,Spain
1449,Peter Mertes Pfalz Riesling 750ml,Wine - Germany,Germany
206,Beringer Knights Valley Cab Res 750ml 2009,Cabernet Sauvignon,California
1308,Moet & Chandon Ice Imperial 750ml,French Champagne,France
1300,Milbrandt Cabernet Family Grown 750ml,Cabernet Sauvignon,Washington
971,Hob Nob Red Blend 750ml 2011,Misc Red,France
1756,Sutter Home Pink Moscato 1.5L,1.5L Other White,California
1954,Yellow Tail Big Bold Red 1.5L,1.5L Other Red,Australia
1549,Risata Pink Moscato 750ml,Dessert,Italy
240,Black Box Red Decadence (Elegance) 3LBox,Wine - 3L/4L,California
148,Barefoot Cellars Pink Moscato 750ml,Misc White,California
718,Eppa Sangria White Suprafruta 750ml,Wine - White Zin./Beverage,California
81,Apothic Rose 750ml,Dry Rose,California
132,Barefoot Bubbly Pineapple 750ml,Wine - Sparkling,California
828,Franzia Moscato 5LBox,Box Wines,California
1159,Liberty Creek Moscato 1.5L,1.5L Other White,California
1277,Menage a Trois Moscato 750ml,Misc White,California
1266,Meiomi Chardonnay 750ml 2013,Chardonnay,California
68,Antinori Il Bruciato Bolgheri 750ml,Tuscany,Italy
408,Ch Miraval Cotes de Provence Rose 750ml 2018,Dry Rose,France
179,Belle Glos Pinot Noir Blanc Rose 750ml,Dry Rose,California
1899,Vin Vault Cabernet Sauvignon 3LBox,Wine - 3L/4L,California
624,Dark Horse Chardonnay 750ml,Chardonnay,California
623,Dark Horse Cabernet Sauvignon 750ml,Cabernet Sauvignon,California
983,If You See Kay 750ml,Misc Red,Italy
990,Il Conte Stella Rosa Stella Black 750ml,Wine - Sparkling,Italy
